Unnamed: 0;C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Biodiesel;Precio Bioetanol;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Hidrogeno;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA;Isla;IdIsla
8743;35018;CARRETERA CTRA. GRAL. DE TENOYA, 1 FINCA EL CANONIGO KM. 1;L-D: 24H;28,107806;LAS PALMAS DE GRAN CANARIA;-15,489361;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,384;;1,314;;;1,464;;LAS PALMAS;OM;CEPSA LA CAZUELA;P;0;0;7647;5249;35;5;Gran Canaria;1
8744;35018;CARRETERA GENERAL SAN LORENZO KM. 0,5;L-D: 24H;28,093556;LAS PALMAS DE GRAN CANARIA;-15,477444;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP SAN LORENZO;P;0;0;7814;5249;35;5;Gran Canaria;1
8745;35018;CARRETERA SAN LORENZO KM. S/N;L-D: 06:00-22:00;28,076556;LAS PALMAS DE GRAN CANARIA;-15,463889;D;Las Palmas de Gran Canaria;;;;;;1,285;;1,4;;1,309;;;1,454;;LAS PALMAS;OM;REPSOL SAN LORENZO;P;0;0;7689;5249;35;5;Gran Canaria;1
8746;35018;CARRETERA DE CHILE KM. 84;L-D: 06:00-22:00;28,117083;LAS PALMAS DE GRAN CANARIA;-15,45525;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,404;;1,305;;;1,445;;LAS PALMAS;OM;REPSOL CARRETERA CHILE;P;0;0;8728;5249;35;5;Gran Canaria;1
8747;35016;CALLE BLAS CABRERA FELIPE, 2;L-D: 24H;28,075556;LAS PALMAS DE GRAN CANARIA;-15,417278;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP SAN JOSÉ;P;0;0;7798;5249;35;5;Gran Canaria;1
8748;35016;AUTOVIA AUTOVIA GC-3 KM. 1,3;L-D: 24H;28,047944;LAS PALMAS DE GRAN CANARIA;-15,421111;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,424;;1,319;;;1,439;;LAS PALMAS;dm;CEPSA LA ESMERALDA;P;0;0;13377;5249;35;5;Gran Canaria;1
8749;35016;CALLE BLAS CABRERA FELIPE FISICO, 26;L-D: 24H;28,073639;LAS PALMAS DE GRAN CANARIA;-15,417528;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;DISA SAN JOSÉ;P;0;0;7946;5249;35;5;Gran Canaria;1
8750;35016;CARRETERA CTRA. CUESTA RAMON KM. 1;L-V: 04:00-20:00;28,040528;LAS PALMAS DE GRAN CANARIA;-15,417639;N;Las Palmas de Gran Canaria;;;;;;1,279;;1,399;;1,299;;;1,449;;LAS PALMAS;dm;SHELL MERCALASPALMAS;P;0;0;7669;5249;35;5;Gran Canaria;1
8751;35008;CALLE ATINDANA, 2;L-D: 24H;28,150278;LAS PALMAS DE GRAN CANARIA;-15,420722;N;Las Palmas de Gran Canaria;;;;;;1,292;;1,402;;1,312;;;1,442;;LAS PALMAS;dm;BP PUERTO DE LA LUZ;P;0;0;7801;5249;35;5;Gran Canaria;1
8752;35008;AVENIDA DE LAS PETROLIFERAS, S/N;"L-S: 06:00-22:00; D: 07:00-21:00";28,152222;LAS PALMAS DE GRAN CANARIA;-15,416056;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,392;;1,312;;;1,419;;LAS PALMAS;OM;DISA PUERTO DE LA LUZ;P;0;0;12249;5249;35;5;Gran Canaria;1
8753;35008;CALLE DR. JUAN DOMINGUEZ PEREZ, 11;L-D: 06:00-22:00;28,153667;LAS PALMAS DE GRAN CANARIA;-15,41775;N;Las Palmas de Gran Canaria;;;;;0,81;1,292;;1,402;;1,312;;;1,442;;LAS PALMAS;OM;DISA EL SEBADAL;P;0;0;7955;5249;35;5;Gran Canaria;1
8754;35008;CALLE QUITO, 3;L-D: 24H;28,156556;LAS PALMAS DE GRAN CANARIA;-15,420583;I;Las Palmas de Gran Canaria;;;;;;1,189;;;;1,212;;;;;LAS PALMAS;dm;PETROPRIX QUITO;P;0;0;14963;5249;35;5;Gran Canaria;1
8755;35008;LUGAR EXPLANADA TOMAS QUEVEDO, S/N;"L-V: 06:00-22:00; S: 07:00-15:00";28,147361;LAS PALMAS DE GRAN CANARIA;-15,418833;N;Las Palmas de Gran Canaria;;;;;;1,289;;;;1,319;;;1,419;;LAS PALMAS;dm;CEPSA MUELLE GRANDE;P;0;0;7670;5249;35;5;Gran Canaria;1
8756;35002;AVENIDA CANARIAS, 6;L-D: 24H;28,108083;LAS PALMAS DE GRAN CANARIA;-15,414861;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP CIDELMAR;P;0;0;7810;5249;35;5;Gran Canaria;1
8757;35003;PASEO TOMS MORALES, 94;L-D: 06:00-22:00;28,114944;LAS PALMAS DE GRAN CANARIA;-15,425;N;Las Palmas de Gran Canaria;;;;;;1,299;;1,299;;1,319;;;1,319;;LAS PALMAS;OM;SHELL TOMÁS MORALES;P;0;0;8729;5249;35;5;Gran Canaria;1
8758;35003;CALLE GREGORIO MARAÑON, S/N;L-D: 24H;28,10125;LAS PALMAS DE GRAN CANARIA;-15,440667;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,384;;1,309;;;1,429;;LAS PALMAS;OM;REPSOL LA BALLENA;P;0;0;7707;5249;35;5;Gran Canaria;1
8759;35003;PASEO CHIL, 2;"L-V: 06:30-22:30; S: 08:00-16:00";28,107556;LAS PALMAS DE GRAN CANARIA;-15,421111;N;Las Palmas de Gran Canaria;;;;;;1,284;;;;1,299;;;1,424;;LAS PALMAS;dm;CEPSA PLAZA DEL PINO;P;0;0;7663;5249;35;5;Gran Canaria;1
8760;35014;CALLE EUFEMIANO FUENTES CABRERA, 35;L-D: 24H;28,09775;LAS PALMAS DE GRAN CANARIA;-15,44225;D;Las Palmas de Gran Canaria;;;;;;1,139;;;;1,139;;;1,235;;LAS PALMAS;dm;CANARY OIL LAS PALMAS DE GRAN CANARIA;P;0;0;15872;5249;35;5;Gran Canaria;1
8761;35014;CALLE LUIS SAAVEDRA MIRANDA, 59;L-D: 24H;28,097528;LAS PALMAS DE GRAN CANARIA;-15,442222;N;Las Palmas de Gran Canaria;;;;;;1,139;;;;1,139;;;;;LAS PALMAS;dm;PETROPRIX [LUIS SAAVEDRA MIRANDA];P;0;0;14964;5249;35;5;Gran Canaria;1
8762;35014;CALLE DIEGO VEGA SARMIENTO, 70;L-D: 24H;28,097972;LAS PALMAS DE GRAN CANARIA;-15,442722;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;dm;BP COOPERATIVA TAXIS SAN CRISTÓBAL;P;0;0;7797;5249;35;5;Gran Canaria;1
8763;35014;CALLE EUFEMIANO FUENTES CABRERA, 10;L-D: 24H;28,099139;LAS PALMAS DE GRAN CANARIA;-15,438667;N;Las Palmas de Gran Canaria;;;;;;1,139;;;;1,139;;;;;LAS PALMAS;dm;PETROPRIX [EUFEMIANO FUENTES CABRERA];P;0;0;15697;5249;35;5;Gran Canaria;1
8764;35017;CARRETERA GC 800 KM. S/N;"L-S: 06:00-23:00; D: 07:00-23:00";28,053722;LAS PALMAS DE GRAN CANARIA;-15,449722;I;Las Palmas de Gran Canaria;;;;;;1,284;;1,399;;1,314;;;1,449;;LAS PALMAS;dm;CEPSA HOYA PARRADO;P;0;0;11790;5249;35;5;Gran Canaria;1
8765;35017;CARRETERA GENERAL DEL CENTRO KM. 146;"L-J: 05:00-22:00; V: 05:00-23:00; S: 06:00-23:00; D: 06:00-22:00";28,044694;LAS PALMAS DE GRAN CANARIA;-15,475194;N;Las Palmas de Gran Canaria;;;;;;1,278;;1,398;;1,298;;;1,438;;LAS PALMAS;dm;DISA TAFIRA;P;0;0;7916;5249;35;5;Gran Canaria;1
8766;35013;CARRETERA LOS TARAHALES KM. S/N;L-D: 06:00-22:00;28,095389;LAS PALMAS DE GRAN CANARIA;-15,4515;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,384;;1,309;;;1,429;;LAS PALMAS;OM;DISA TARAHALES I;P;0;0;10085;5249;35;5;Gran Canaria;1
8767;35013;CARRETERA GC 200 KM. 16;L-D: 06:00-22:00;28,105028;LAS PALMAS DE GRAN CANARIA;-15,432833;N;Las Palmas de Gran Canaria;;;;;;1,304;;1,344;;1,324;;;1,444;;LAS PALMAS;OM;SHELL REHOYAS;P;0;0;8732;5249;35;5;Gran Canaria;1
8768;35013;CARRETERA CTRA. GRAL. DEL NORTE KM. 185;L-D: 24H;28,098639;LAS PALMAS DE GRAN CANARIA;-15,445944;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,404;;1,314;;;1,448;;LAS PALMAS;dm;BP LA PATERNA;P;0;0;7811;5249;35;5;Gran Canaria;1
8769;35013;CALLE LUIS CORREA MEDINA, 19;L-D: 24H;28,102028;LAS PALMAS DE GRAN CANARIA;-15,43725;N;Las Palmas de Gran Canaria;;;;;0,799;1,288;;1,388;;1,308;;;1,428;;LAS PALMAS;dm;DISA MILLER BAJO;P;0;0;7912;5249;35;5;Gran Canaria;1
8770;35019;AVENIDA JUAN CARLOS I, 42;L-D: 24H;28,112444;LAS PALMAS DE GRAN CANARIA;-15,45;D;Las Palmas de Gran Canaria;;;;;;1,304;;1,404;;1,304;;;1,459;;LAS PALMAS;OM;CEPSA LAS RAMBLAS;P;0;0;11458;5249;35;5;Gran Canaria;1
8771;35019;AVENIDA PINTOR FELO MONZON, 48;L-D: 06:00-00:00;28,093889;LAS PALMAS DE GRAN CANARIA;-15,457139;N;Las Palmas de Gran Canaria;;;;;0,799;1,299;;1,389;;1,339;;;1,449;;LAS PALMAS;dm;CEPSA SIETE PALMAS;P;0;0;7646;5249;35;5;Gran Canaria;1
8772;35004;AVENIDA JUAN XXIII, 68;L-D: 06:00-22:00;28,118167;LAS PALMAS DE GRAN CANARIA;-15,429667;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;DISA JUAN XXIII;P;0;0;7930;5249;35;5;Gran Canaria;1
8773;35005;CALLE LEON Y CASTILLO, 273;L-D: 24H;28,126611;LAS PALMAS DE GRAN CANARIA;-15,429944;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP CIUDAD JARDÍN ;P;0;0;7800;5249;35;5;Gran Canaria;1
8774;35010;PASEO DEL CHIL, 303;"L-S: 06:00-22:00; D: 07:00-21:00";28,132556;LAS PALMAS DE GRAN CANARIA;-15,435028;N;Las Palmas de Gran Canaria;;;;;;1,309;;1,309;;1,309;;;1,309;;LAS PALMAS;OM;DISA CHIL;P;0;0;7913;5249;35;5;Gran Canaria;1
8775;35010;AVENIDA REPUBLICA DE NICARAGUA, 2;L-D: 24H;28,118417;LAS PALMAS DE GRAN CANARIA;-15,453889;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,374;;1,304;;;1,434;;LAS PALMAS;OM;CEPSA LAS TORRES;P;0;0;7643;5249;35;5;Gran Canaria;1
8776;35010;CALLE ARRECIFE, 33;L-D: 24H;28,108222;LAS PALMAS DE GRAN CANARIA;-15,454667;D;Las Palmas de Gran Canaria;;;;;;1,159;;;;1,169;;;;;LAS PALMAS;dm;H2EXAGON LAS TORRES;P;0;0;15151;5249;35;5;Gran Canaria;1
8777;35018;CARRETERA DE TEROR KM. 16;L-D: 24H;28,097722;TAMARACEITE;-15,479889;D;Las Palmas de Gran Canaria;;;;;;1,169;;;;1,169;;;;;LAS PALMAS;dm;PLENOIL LAS PALMAS DE GRAN CANARIA I;P;0;0;15879;5249;35;5;Gran Canaria;1
8778;35018;CARRETERA GC-21 KM. 0;L-D: 24H;28,097944;TAMARACEITE;-15,479278;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP TAMARACEITE II;P;0;0;7805;5249;35;5;Gran Canaria;1
8779;35018;AVENIDA CESAR MANRIQUE, 1;L-D: 24H;28,099694;TAMARACEITE;-15,471083;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP LOMO LOS FRAILES;P;0;0;11784;5249;35;5;Gran Canaria;1
8780;35007;CALLE FERNANDO GUANARTEME, 134;"L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-22:00";28,129889;LAS PALMAS DE GRAN CANARIA;-15,441556;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP GUANARTEME;P;0;0;7806;5249;35;5;Gran Canaria;1
8781;35007;CALLE LEON Y CASTILLO, 365;L-D: 24H;28,133333;LAS PALMAS DE GRAN CANARIA;-15,429972;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,289;;1,309;;;1,309;;LAS PALMAS;OM;DISA ALCARAVANERAS;P;0;0;8733;5249;35;5;Gran Canaria;1
8782;35012;PASEO JOSE ANTONIO, 89;L-D: 06:00-22:00;28,113306;LAS PALMAS DE GRAN CANARIA;-15,428444;N;Las Palmas de Gran Canaria;;;;;;1,288;;1,388;;1,308;;;1,428;;LAS PALMAS;dm;SHELL SCHAMANN;P;0;0;8734;5249;35;5;Gran Canaria;1
8783;35012;AVENIDA ESCALERITAS, 152;L-D: 24H;28,103722;LAS PALMAS DE GRAN CANARIA;-15,441667;D;Las Palmas de Gran Canaria;;;;;;1,269;;1,399;;1,304;;;1,409;;LAS PALMAS;OM;CEPSA NUEVA ESCALERITAS;P;0;0;15893;5249;35;5;Gran Canaria;1
8784;35011;PLAZA HERMANOS MILLARES, S/N;L-D: 06:00-22:00;28,116083;LAS PALMAS DE GRAN CANARIA;-15,436861;N;Las Palmas de Gran Canaria;;;;;;1,275;;1,384;;1,309;;;1,415;;LAS PALMAS;OM;DISA ESCALERITAS;P;0;0;7926;5249;35;5;Gran Canaria;1
8785;35011;CALLE DIEGO VEGA SARMIENTO, 70;L-D: 06:00-22:00;28,101306;LAS PALMAS DE GRAN CANARIA;-15,435389;N;Las Palmas de Gran Canaria;;;;;;1,304;;1,399;;1,324;;;1,444;;LAS PALMAS;OM;DISA EL DRAGÓN;P;0;0;7919;5249;35;5;Gran Canaria;1
8786;35011;CALLE OBISPO ROMO - ESQ.ECHEGARAY, S/N;"L-S: 07:30-21:30; D: 08:00-22:00";28,113944;LAS PALMAS DE GRAN CANARIA;-15,434333;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,389;;1,339;;;1,429;;LAS PALMAS;dm;SIN RÓTULO;P;0;0;7796;5249;35;5;Gran Canaria;1
8787;35011;CALLE PÁRROCO MATÍAS ARTILES, 42;L-D: 24H;28,113389;LAS PALMAS DE GRAN CANARIA;-15,433694;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;dm;BP BARRANQUILLO TAXISTAS SAN CRISTÓBAL;P;0;0;13712;5249;35;5;Gran Canaria;1
8788;35011;AVENIDA ESCALERITAS, S/N;L-D: 06:00-22:00;28,101417;LAS PALMAS DE GRAN CANARIA;-15,447111;D;Las Palmas de Gran Canaria;;;;;;1,289;;1,384;;1,309;;;1,429;;LAS PALMAS;OM;REPSOL RECTA DE TARAHALES;P;0;0;12969;5249;35;5;Gran Canaria;1
8789;35011;AVENIDA DE ESCALERITAS, 112;L-D: 06:00-22:00;28,110639;LAS PALMAS DE GRAN CANARIA;-15,439889;D;Las Palmas de Gran Canaria;;;;;;1,275;;1,38;;1,309;;;1,439;;LAS PALMAS;OM;REPSOL CENTRO DEL AUTOMÓVIL CANARIAS;P;0;0;7911;5249;35;5;Gran Canaria;1
8790;35018;CARRETERA GENERAL DE ALMATRICHE KM. 48;L-D: 24H;28,090833;ALMATRICHE;-15,459667;D;Las Palmas de Gran Canaria;;;;;;1,28;;1,404;;1,299;;;1,435;;LAS PALMAS;dm;DISA ALMATRICHE;P;0;0;7935;5249;35;5;Gran Canaria;1
8791;35010;GLORIETA ACCESO SUR TAMARACEITE, 4;L-D: 24H;28,096139;ALMATRICHE;-15,468528;N;Las Palmas de Gran Canaria;;;;;;1,28;;1,39;;1,3;;;1,43;;LAS PALMAS;OM;DISA TAMARACEITE;P;0;0;12929;5249;35;5;Gran Canaria;1
8792;35019;AVENIDA HOYA DE LA GALLINA, S/N;L-D: 07:00-00:00;28,096417;LA MONTAÑETA;-15,456583;N;Las Palmas de Gran Canaria;;;;;;1,289;;1,384;;1,309;1,339;;1,429;;LAS PALMAS;OM;REPSOL GPV- SIETE PALMAS - 146;P;0;0;14071;5249;35;5;Gran Canaria;1
8793;35459;AVENIDA FEDERICO GARCIA LORCA, 1;L-D: 24H;28,123306;LAS PALMAS DE GRAN CANARIA;-15,441167;D;Las Palmas de Gran Canaria;;;;;;1,309;;1,404;;1,309;;;1,454;;LAS PALMAS;dm;REPSOL LA MINILLA;P;0;0;9584;5249;35;5;Gran Canaria;1
8794;35459;MUELLE MUELLE DEPORTIVO DE LAS PALMAS, S/N;"L-S: 08:00-16:00; D: 08:00-14:00";28,126694;LAS PALMAS DE GRAN CANARIA;-15,425111;N;Las Palmas de Gran Canaria;;;;;;1,299;;;;1,314;;;1,455;;LAS PALMAS;dm;CEPSA LA MARINA;P;0;0;7665;5249;35;5;Gran Canaria;1
8795;35600;CR FV-1, 2;L-D: 06:00-22:00;28,522167;PUERTO DEL ROSARIO;-13,844694;D;Puerto del Rosario;;;;;;1,285;;1,43;;1,379;;;1,509;;LAS PALMAS;OM;REPSOL PUERTO DEL ROSARIO;P;0;0;7695;5250;35;5;Fuerteventura;4
8796;35600;CALLE CASILLAS DEL ANGEL, 132;L-S: 06:00-22:00;28,488333;PUERTO DEL ROSARIO;-13,974167;D;Puerto del Rosario;;;;;;1,319;;1,454;;1,379;;;1,499;;LAS PALMAS;OM;REPSOL CASILLAS DEL ÁNGEL;P;0;0;7680;5250;35;5;Fuerteventura;4
8797;35600;CALLE MUELLE DARSENA PESQUERA, S/N;"L-S: 07:00-23:00; D: 08:00-21:00";28,495639;PUERTO DEL ROSARIO;-13,859889;D;Puerto del Rosario;;;;;;1,278;;1,454;;1,389;;;1,494;;LAS PALMAS;dm;REPSOL MUELLE CHICO;P;0;0;7717;5250;35;5;Fuerteventura;4
8798;35600;CALLE PROFESOR JUAN TADEO CABRERA, 20;L-D: 06:30-22:00;28,497444;PUERTO DEL ROSARIO;-13,862583;N;Puerto del Rosario;;;;;;1,275;;1,42;;1,349;;;1,435;;LAS PALMAS;dm;MERCASOSA;P;0;0;11607;5250;35;5;Fuerteventura;4
8799;35600;CARRETERA LA OLIVA KM. 2,7;L-D: 06:30-22:00;28,516833;PUERTO DEL ROSARIO;-13,876306;D;Puerto del Rosario;;;;;;1,275;;1,42;;1,349;;;1,435;;LAS PALMAS;dm;DISA NUEVA MERCASOSA;P;0;0;11456;5250;35;5;Fuerteventura;4
8800;35600;CARRETERA LA OLIVA KM. 2,7;L-D: 06:30-22:00;28,516833;PUERTO DEL ROSARIO;-13,8775;I;Puerto del Rosario;;;;;;1,275;;1,42;;1,349;;;1,435;;LAS PALMAS;dm;DISA MERCASOSA;P;0;0;11455;5250;35;5;Fuerteventura;4
8801;35600;CALLE GUELDERA, S/N;"L-S: 06:00-22:00; D: 07:00-22:00";28,521278;PUERTO DEL ROSARIO;-13,845167;D;Puerto del Rosario;;;;;;1,277;;1,447;;1,367;;;1,497;;LAS PALMAS;dm;BP LA HONDURA;P;0;0;14393;5250;35;5;Fuerteventura;4
8802;35600;AUTOVIA PUERTO DEL ROSARIO-CALETA DE FUSTE KM. 3,5;L-D: 06:00-22:00;28,468722;PUERTO DEL ROSARIO;-13,866806;D;Puerto del Rosario;;;;;;1,281;;1,43;;1,376;;;1,484;;LAS PALMAS;OM;DISA RÍO CABRAS;P;0;0;7902;5250;35;5;Fuerteventura;4
8803;35600;CALLE SECUNDINO ALONSO, 26;L-D: 06:00-22:00;28,498417;PUERTO DEL ROSARIO;-13,861806;D;Puerto del Rosario;;;;;;1,281;;1,43;;1,376;;;1,484;;LAS PALMAS;OM;DISA SECUNDINO ALONSO;P;0;0;8735;5250;35;5;Fuerteventura;4
8804;35600;CALLE ALFONSO XIII, 65;L-D: 06:00-22:00;28,506194;PUERTO DEL ROSARIO;-13,850556;N;Puerto del Rosario;;;;;;1,281;;1,43;;1,376;;;1,484;;LAS PALMAS;OM;DISA  EL CHARCO;P;0;0;7943;5250;35;5;Fuerteventura;4
8805;35600;CALLE ALMIRANTE LALLERMAND, 31;L-D: 24H;28,50075;PUERTO DEL ROSARIO;-13,85225;I;Puerto del Rosario;;;;;;1,268;;1,268;;1,348;;;1,434;;LAS PALMAS;OM;PCAN GIL;P;0;0;7742;5250;35;5;Fuerteventura;4
8806;35600;AVENIDA JUAN DE BETHENCOURT, 24;"L-S: 06:00-22:00; D: 07:00-15:00";28,501333;PUERTO DEL ROSARIO;-13,863278;N;Puerto del Rosario;;;;;;1,269;;;;1,364;;;1,459;;LAS PALMAS;dm;CEPSA PUERTO ROSARIO;P;0;0;7653;5250;35;5;Fuerteventura;4
8807;35610;CARRETERA AEROPUERTO KM. S/N;L-D: 06:00-22:00;28,455389;PUERTO DEL ROSARIO;-13,871;D;Puerto del Rosario;;;;;;1,284;;1,549;;1,379;;;1,674;;LAS PALMAS;OM;CEPSA AEROPUERTO;P;0;0;13695;5250;35;5;Fuerteventura;4
8808;35550;GC-740 a Tinajo km 7,7;L-D: 24H;29,012472;SAN BARTOLOMÉ;-13,614111;N;San Bartolomé;;;;;;1,374;;1,488;;1,413;;;1,508;;LAS PALMAS;dm;DISA MOZAGA;P;0;0;7908;5251;35;5;Lanzarote;3
8809;35509;AVENIDA MAMERTO CABRERA ESQUINA CALLE LA HOYA, SN;L-D: 24H;28,958278;PLAYA HONDA;-13,5925;N;San Bartolomé;;;;;;1,399;;1,479;;1,429;;;1,545;;LAS PALMAS;dm;REPSOL PLAYA HONDA;P;0;0;12810;5251;35;5;Lanzarote;3
8810;35100;CARRETERA AVENIDA DE MOYA KM. 53,300;L-D: 06:00-22:00;27,764889;SAN FERNANDO;-15,568833;D;San Bartolomé de Tirajana;;;;;0,789;1,279;;1,414;;1,329;;;1,459;;LAS PALMAS;dm;DISA MASPALOMAS;P;0;0;7929;5252;35;5;Gran Canaria;1
8811;35100;CARRETERA C-812 KM. 56,8;L-D: 24H;27,753306;MASPALOMAS;-15,601944;D;San Bartolomé de Tirajana;;;;;0,747;1,289;;1,434;;1,339;;;1,479;;LAS PALMAS;dm;CEPSA MASPALOMAS;P;0;0;7644;5252;35;5;Gran Canaria;1
8812;35100;CALLE ALCALDE ENRIQUE JORGE, 317;L-D: 24H;27,766;MASPALOMAS;-15,571111;N;San Bartolomé de Tirajana;;;;;;1,098;;;;1,149;;;;;LAS PALMAS;dm;PETROPRIX MASPALOMAS;P;0;0;16064;5252;35;5;Gran Canaria;1
8813;35109;POLIGONO EL TABLERO, S/N;L-D: 06:00-23:00;27,766278;EL TABLERO;-15,607806;N;San Bartolomé de Tirajana;;;;;;1,274;;;;1,314;;;1,444;;LAS PALMAS;dm;PCAN EL TABLERO;P;0;0;7737;5252;35;5;Gran Canaria;1
8814;35108;CALLE NESTOR ALAMO, 13;L-D: 06:30-22:30;27,886;SAN BARTOLOMÉ DE TIRAJANA;-15,563361;N;San Bartolomé de Tirajana;;;;;;1,279;;;;1,319;;;1,459;;LAS PALMAS;dm;DISA FATAGA;P;0;0;7892;5252;35;5;Gran Canaria;1
8815;35107;CARRETERA C-812 KM. 42;L-D: 06:00-22:00;27,805;SAN BARTOLOMÉ DE TIRAJANA;-15,474333;D;San Bartolomé de Tirajana;;;;;;1,309;;1,449;;1,339;;;1,484;;LAS PALMAS;OM;CEPSA JUAN GRANDE;P;0;0;7664;5252;35;5;Gran Canaria;1
8816;35107;AUTOVIA GC-1 KM. 34,6;L-D: 24H;27,803972;SAN BARTOLOMÉ DE TIRAJANA;-15,482278;N;San Bartolomé de Tirajana;;;;;0,81;1,299;;1,424;;1,319;;;1,464;;LAS PALMAS;OM;SHELL JUAN GRANDE;P;0;0;8767;5252;35;5;Gran Canaria;1
8817;35290;AVENIDA ALEJANDRO DEL CASTILLO, 1;L-D: 24H;27,768389;SAN BARTOLOMÉ DE TIRAJANA;-15,590083;N;San Bartolomé de Tirajana;;;;;;1,279;;1,414;;1,329;;;1,459;;LAS PALMAS;dm;CEPSA TAXISTAS SAN AGUSTÍN;P;0;0;7942;5252;35;5;Gran Canaria;1
8818;35290;CALLE TAMARAN, 10;L-D: 09:00-20:00;27,924306;SAN BARTOLOMÉ DE TIRAJANA;-15,573222;N;San Bartolomé de Tirajana;;;;;;1,286;;;;1,319;;;;;LAS PALMAS;dm;DISA SAN BARTOLOMÉ DE TIRAJANA;P;0;0;7934;5252;35;5;Gran Canaria;1
8819;35100;CARRETERA CARRETERA GC-500 KM. 14,9;L-D: 24H;27,763889;SAN BARTOLOMÉ DE TIRAJANA;-15,576389;D;San Bartolomé de Tirajana;;;;;;1,279;;1,414;;1,329;;;1,459;;LAS PALMAS;OM;SHELL MASPALOMAS;P;0;0;8775;5252;35;5;Gran Canaria;1
8820;35100;CARRETERA GRAL. DEL SUR KM. 52;L-D: 24H;27,765389;SAN BARTOLOMÉ DE TIRAJANA;-15,558556;N;San Bartolomé de Tirajana;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP EL VERIL;P;0;0;7793;5252;35;5;Gran Canaria;1
8821;35300;CARRETERA GENERAL DEL CENTRO KM. 14;L-D: 24H;28,030333;SANTA BRÍGIDA;-15,499611;N;Santa Brígida;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;dm;BP SANTA BRIGIDA;P;0;0;8737;5253;35;5;Gran Canaria;1
8822;35280;AVENIDA DE CANARIAS, 197;L-D: 24H;27,851833;SANTA LUCÍA;-15,440389;D;Santa Lucía de Tirajana;;;;;;1,278;;1,359;;1,296;;;1,379;;LAS PALMAS;dm;SHELL VECINDARIO;P;0;0;8738;5254;35;5;Gran Canaria;1
8823;35280;CALLE ROSIANA, 34;L: 06:00-21:30;27,91525;SANTA LUCÍA;-15,548972;N;Santa Lucía de Tirajana;;;;;;1,299;;;;1,319;;;1,499;;LAS PALMAS;dm;DISA ROSIANA;P;0;0;7921;5254;35;5;Gran Canaria;1
8824;35110;CALLE CASA SANTA, 23;L-D: 06:00-22:00;27,8295;SANTA LUCÍA;-15,44;N;Santa Lucía de Tirajana;;;;;;1,269;;1,379;;1,289;;;1,379;;LAS PALMAS;OM;DISA POZO IZQUIERDO;P;0;0;7661;5254;35;5;Gran Canaria;1
8825;35110;AVENIDA DEL ATLANTICO, S/N;L-D: 24H;27,856444;SANTA LUCÍA;-15,429056;D;Santa Lucía de Tirajana;;;;;;1,284;;1,378;;1,296;;;1,399;;LAS PALMAS;OM;SHELL SANTA LUCIA;P;0;0;11611;5254;35;5;Gran Canaria;1
