Unnamed: 0;C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Biodiesel;Precio Bioetanol;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Hidrogeno;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA;Isla;IdIsla
8651;35480;CALLE LEON Y CASTILLO, 47;"L-J: 06:00-22:30; V: 06:00-23:00; S: 06:45-23:00; D: 07:45-22:30";28,101861;AGAETE;-15,702083;N;Agaete;;;;;;1,289;;;;1,299;;;1,429;;LAS PALMAS;dm;CEPSA AGAETE;P;0;0;7764;5233;35;5;Gran Canaria;1
8652;35480;CARRETERA CTRA GENERAL DEL NORTE KM. 35,800;"L-V: 05:30-22:00; S: 06:30-22:00; D: 08:00-22:00";28,104056;AGAETE;-15,700389;D;Agaete;;;;;;1,289;;;;1,299;;;1,429;;LAS PALMAS;OM;DISA AGAETE;P;0;0;7901;5233;35;5;Gran Canaria;1
8653;35260;AUTOPISTA GC-1 KM. 21;L-D: 24H;27,899167;AGÜIMES;-15,404722;D;Agüimes;;;;;0,81;1,294;;1,388;;1,306;;;1,409;;LAS PALMAS;OM;DISA AUTOPISTA KM 21;P;0;0;8711;5234;35;5;Gran Canaria;1
8654;35260;CALLE JUAN ALVARADO Y SANZ, 79;"L-S: 06:30-22:30; D: 07:00-22:00";27,904056;AGÜIMES;-15,444806;N;Agüimes;;;;;;1,288;;1,358;;1,298;;;1,358;;LAS PALMAS;OM;DISA AGÜIMES;P;0;0;7907;5234;35;5;Gran Canaria;1
8655;35260;CALLE ANSITE, 100;L-D: 24H;27,876333;AGÜIMES;-15,426333;N;Agüimes;;;;;;1,259;;1,379;;1,279;;;1,419;;LAS PALMAS;dm;CEPSA CRUCE DE ARINAGA;P;0;0;7922;5234;35;5;Gran Canaria;1
8656;35118;CALLE FRESADORA, S/N;"L-S: 06:00-23:00; D: 07:00-23:00";27,874889;CRUCE DE ARINAGA;-15,423194;D;Agüimes;;;;;;1,279;;1,399;;1,297;;;1,449;;LAS PALMAS;dm;BP KM 13 CRUCE ARINAGA;P;0;0;13663;5234;35;5;Gran Canaria;1
8657;35118;CALLE ANSITE, 33;L-D: 24H;27,879611;CRUCE DE ARINAGA;-15,429972;D;Agüimes;;;;;;1,097;;;;1,097;;;;;LAS PALMAS;dm;PLENOIL AGÜIMES II;P;0;0;7704;5234;35;5;Gran Canaria;1
8658;35118;CALLE CANAL DERECHA, S/N;L-D: 05:00-21:00;27,862222;POLÍGONO RESIDENCIAL DE ARINAGA;-15,417778;D;Agüimes;;;;;;1,279;;1,404;;1,299;;;1,444;;LAS PALMAS;OM;REPSOL ARINAGA;P;0;0;11499;5234;35;5;Gran Canaria;1
8659;35117;CALLE GARLOPA, 41;"L-V: 07:00-22:00; S: 08:00-21:00; D: 08:00-15:00";27,877278;AGÜIMES;-15,419194;D;Agüimes;;;;;;1,219;;1,339;;1,239;1,319;;1,389;;LAS PALMAS;dm;OCÉANO ARINAGA;P;0;0;13836;5234;35;5;Gran Canaria;1
8660;35117;CALLE ALMENDRO, 29;L-D: 06:00-22:00;27,862944;AGÜIMES;-15,43275;N;Agüimes;;;;;;1,279;;1,348;;1,296;;;1,344;;LAS PALMAS;OM;DISA BALOS;P;0;0;13357;5234;35;5;Gran Canaria;1
8661;35117;CALLE LAS ADELFAS, ESQUINA LOS OLIVOS, 8;L-D: 24H;27,859722;AGÜIMES;-15,408722;D;Agüimes;;;;;;1,136;;;;1,139;;;1,24;;LAS PALMAS;dm;CANARY OIL AGÜIMES;P;0;0;14265;5234;35;5;Gran Canaria;1
8662;35119;CARRETERA GRAL DEL SUR KM. 34,5;L-D: 06:00-22:00;27,864694;AGÜIMES;-15,432306;D;Agüimes;;;;;;1,269;;1,324;;1,289;;;1,334;;LAS PALMAS;OM;CEPSA BARRANCO BALOS II;P;0;0;7656;5234;35;5;Gran Canaria;1
8663;35119;CARRETERA CTRA. GRAL. DEL SUR KM. 34,5;L-D: 06:00-22:00;27,864806;AGÜIMES;-15,432583;I;Agüimes;;;;;;1,269;;1,374;;1,289;;;1,349;;LAS PALMAS;OM;CEPSA BARRANCO BALOS I;P;0;0;7657;5234;35;5;Gran Canaria;1
8664;35118;AVENIDA POLIZÓN, 124;L-D: 06:00-23:00;27,859833;AGÜIMES;-15,399278;I;Agüimes;;;;;;1,284;;1,378;;1,296;;;1,399;;LAS PALMAS;OM;SHELL ARINAGA;P;0;0;8770;5234;35;5;Gran Canaria;1
8665;35118;AUTOPISTA GC-1 KM. 24,350;L-D: 06:00-22:00;27,872778;AGÜIMES;-15,416167;D;Agüimes;;;;;;1,279;;1,348;;1,296;;;1,344;;LAS PALMAS;OM;DISA ARINAGA-AUTOPISTA;P;0;0;11889;5234;35;5;Gran Canaria;1
8666;35118;AVENIDA DEL SURESTE, 1;L-D: 24H;27,86975;AGÜIMES;-15,430111;D;Agüimes;;;;;;1,136;;;;1,139;;;;;LAS PALMAS;dm;PETROPRIX AGÜIMES [AVDA. SURESTE];P;0;0;15594;5234;35;5;Gran Canaria;1
8667;35118;CALLE CANAL IZQUIERDA CON ALGARROBO, S/N;L-D: 24H;27,861583;AGÜIMES;-15,414556;D;Agüimes;;;;;;1,136;;;;1,139;;;;;LAS PALMAS;dm;PLENOIL AGÜIMES I;P;0;0;15580;5234;35;5;Gran Canaria;1
8668;35118;CALLE HIEDRA, 3;L-D: 06:00-21:30;27,863111;AGÜIMES;-15,43575;N;Agüimes;;;;;;1,259;;1,319;;1,269;;;1,329;;LAS PALMAS;dm;CEPSA KILÓMETRO CERO;P;0;0;9270;5234;35;5;Gran Canaria;1
8670;35118;CALLE HIEDRA, 11;L-D: 24H;27,862861;AGÜIMES;-15,434361;D;Agüimes;;;;;;1,136;;;;1,139;;;;;LAS PALMAS;dm;PETROPRIX AGÜIMES [CALLE HIEDRA];P;0;0;15540;5234;35;5;Gran Canaria;1
8669;35118;CALLE GRANADOS, 50, 50;L-D: 06:00-22:00;27,892139;AGÜIMES;-15,415417;D;Agüimes;;;;;;1,269;;1,394;;1,279;;;1,399;;LAS PALMAS;OM;REPSOL LAS ROSAS;P;0;0;14149;5234;35;5;Gran Canaria;1
8671;35118;CALLE ADELFAS, 187;L-D: 24H;27,867194;AGÜIMES;-15,420139;I;Agüimes;;;;;;1,136;;;;1,139;;;;;LAS PALMAS;dm;PETROPRIX AGÜIMES;P;0;0;14961;5234;35;5;Gran Canaria;1
8672;35470;CALLE DR. FLEMING, 86;"L-S: 06:00-21:00; D: 07:00-20:00";27,989389;SAN NICOLÁS DE TOLENTINO;-15,79575;N;La Aldea de San Nicolás;;;;;;1,299;;1,398;;1,319;;;1,448;;LAS PALMAS;dm;REPSOL LA ALDEA;P;0;0;7804;5235;35;5;Gran Canaria;1
8673;35470;CALLE DR. FLEMING, 80;L-D: 06:00-22:00;27,989028;SAN NICOLÁS DE TOLENTINO;-15,794972;N;La Aldea de San Nicolás;;;;;;1,299;;1,398;;1,319;;;1,448;;LAS PALMAS;OM;DISA LA ALDEA;P;0;0;7927;5235;35;5;Gran Canaria;1
8674;35610;CARRETERA PUERTO ROSARIO - EL CASTILLO KM. 8;L-D: 06:00-22:00;28,421694;EL CASTILLO;-13,865139;I;Antigua;;;;;0,81;1,281;;1,43;;1,376;;;1,484;;LAS PALMAS;OM;DISA EL MATORRAL;P;0;0;7744;5236;35;5;Fuerteventura;4
8675;35639;CARRETERA GENERAL DEL SUR - CRUCE LAS POCETAS KM. 0;"L-V: 06:00-19:30; S: 07:00-17:00; D: 08:00-12:00";28,409444;ANTIGUA;-14,015222;N;Antigua;;;;;;1,324;;;;1,369;;;1,394;;LAS PALMAS;dm;CEPSA ANTIGUA;R;0;0;7642;5236;35;5;Fuerteventura;4
8676;35610;CR  FV-2 P.K. 11 M.D. ( PUERTO DEL;L-D: 06:00-22:00;28,387806;CALETA DE FUSTE;-13,864722;D;Antigua;;;;;;1,285;;1,42;;1,379;;;1,509;;LAS PALMAS;OM;REPSOL CALETA DE FUSTE;P;0;0;7714;5236;35;5;Fuerteventura;4
8677;35500;CARRETERA LOS MARMOLES KM. 2;L-D: 24H;28,96825;ARRECIFE;-13,543722;D;Arrecife;;;;;;1,394;;1,484;;1,418;;;1,535;;LAS PALMAS;dm;BP EL CARMEN VALTERRA;P;0;0;7740;5237;35;5;Lanzarote;3
8678;35500;CARRER CARRETERA DE LOA MARMOLES, 138;L-D: 06:00-22:00;28,974306;ARRECIFE;-13,534389;D;Arrecife;;;;;;1,384;;1,48;;1,414;;;1,519;;LAS PALMAS;OM;DISA LOS MÁRMOLES;P;0;0;7915;5237;35;5;Lanzarote;3
8679;35500;CARRETERA ARRECIFE A AEROPUERTO KM. 1,4;L-D: 06:00-22:00;28,958417;ARRECIFE;-13,575389;I;Arrecife;;;;;0,81;1,418;;1,499;;1,434;;;1,564;;LAS PALMAS;OM;DISA NUEVA AEROPUERTO;P;0;0;7924;5237;35;5;Lanzarote;3
8680;35500;CALLE TENDERETE, S/N;L-D: 24H;28,974833;ARRECIFE;-13,562361;N;Arrecife;;;;;;1,399;;1,479;;1,429;;;1,545;;LAS PALMAS;dm;REPSOL TENDERETE;P;0;0;14092;5237;35;5;Lanzarote;3
8681;35500;CALLE IGUAZU, S/N;L-D: 24H;28,977917;ARRECIFE;-13,558472;N;Arrecife;;;;;0,802;1,401;;1,481;;1,431;;;1,547;;LAS PALMAS;dm;DISA TAXISTAS LANZAROTE;P;0;0;7895;5237;35;5;Lanzarote;3
8682;35500;CALLE LEON Y CASTILLO, 194;L-D: 24H;28,972389;ARRECIFE;-13,546083;D;Arrecife;;;;;;1,379;;1,475;;1,409;;;1,514;;LAS PALMAS;dm;SHELL ARRECIFE I;P;0;0;8713;5237;35;5;Lanzarote;3
8683;35500;ACCESO AEROPUERTO DE LANZAROTE-LADO AIRE, SN;L-D: 07:00-23:00;28,955417;ARRECIFE;-13,603778;D;Arrecife;;;;;;1,434;;;;1,419;;;;;LAS PALMAS;OM;CEPSA AEROPUERTO LADO AIRE;R;0;0;11828;5237;35;5;Lanzarote;3
8684;35500;CALLE LEON Y CASTILLO, 194;L-D: 06:00-22:00;28,972139;ARRECIFE;-13,546528;I;Arrecife;;;;;;1,379;;;;1,409;;;1,514;;LAS PALMAS;dm;SHELL ARRECIFE II;P;0;0;8716;5237;35;5;Lanzarote;3
8685;35500;CARRETERA CIRCUNVALACIÒN KM. 0,370;L-D: 06:00-22:00;28,979306;ARRECIFE;-13,536278;I;Arrecife;;;;;;1,384;;1,475;;1,414;;;1,516;;LAS PALMAS;OM;DISA CIRCUNVALACIÓN I;P;0;0;8714;5237;35;5;Lanzarote;3
8686;35500;CARRETERA CIRCUNVALACIÒN KM. 0,370;L-D: 06:00-22:00;28,979806;ARRECIFE;-13,535806;D;Arrecife;;;;;;1,384;;1,475;;1,414;;;1,516;;LAS PALMAS;OM;DISA CIRCUNVALACIÓN II;P;0;0;10725;5237;35;5;Lanzarote;3
8687;35500;ACCESO AEROPUERTO DE LANZAROTE-LADO TIERRA, SN;L-D: 07:00-23:00;28,953806;ARRECIFE;-13,607806;D;Arrecife;;;;;;1,414;;1,514;;1,424;;;1,569;;LAS PALMAS;OM;CEPSA AEROPUERTO LADO TIERRA;P;0;0;11757;5237;35;5;Lanzarote;3
8688;35500;CARRETERA SAN BARTOLOME KM. 44;L-D: 07:00-23:00;28,976306;ARRECIFE;-13,570778;D;Arrecife;;;;;;1,414;;1,514;;1,424;;;1,564;;LAS PALMAS;OM;CEPSA BARAMBIO;P;0;0;7903;5237;35;5;Lanzarote;3
8689;35500;CALLE GARCIA ESCAMEZ, 1;L-D: 06:00-22:00;28,96225;ARRECIFE;-13,552417;N;Arrecife;;;;;;1,394;;;;1,418;;;1,535;;LAS PALMAS;OM;DISA ARRECIFE;P;0;0;7932;5237;35;5;Lanzarote;3
8690;35500;CL BENITO PEREZ GALDOS, 75;"L-V: 07:00-21:00; S: 07:00-14:00";28,965361;ARRECIFE;-13,546111;N;Arrecife;;;;;;1,394;;;;1,418;;;1,535;;LAS PALMAS;OM;DISA VALTERRA;P;0;0;7809;5237;35;5;Lanzarote;3
8691;35500;CARRETERA ARRECIFE A AEROPUERTO KM. 1,6;L-D: 06:00-22:00;28,958028;ARRECIFE;-13,57175;D;Arrecife;;;;;;1,418;;;;1,434;;;1,564;;LAS PALMAS;OM;DISA AEROPUERTO;P;0;0;7898;5237;35;5;Lanzarote;3
8692;35500;CALLE BLAS CABRERA TOPHAN, 78;L-D: 06:00-22:00;28,965167;ARRECIFE;-13,557389;N;Arrecife;;;;;;1,422;;;;1,44;;;1,595;;LAS PALMAS;OM;SHELL FLICK ARRECIFE;P;0;0;8712;5237;35;5;Lanzarote;3
8693;35509;CARRETERA GARCIA ESCAMEZ 230 KM. 0,300;L-D: 24H;28,971667;ARRECIFE;-13,564528;D;Arrecife;;;;;;1,399;;1,479;;1,429;;;1,545;;LAS PALMAS;dm;REPSOL ARGANABAJA;P;0;0;7681;5237;35;5;Lanzarote;3
8694;35350;CALLE LOMO EL PUERTO, 0;"L-M: 08:00-19:00; X-D: 08:00-22:00";28,0195;ARTENARA;-15,644583;N;Artenara;;;;;;1,299;;;;1,329;;;1,469;;LAS PALMAS;dm;E.S. ARTENARA;P;0;0;8230;5238;35;5;Gran Canaria;1
8695;35400;CALLE SUAREZ FRANCHY, 26;L-D: 06:00-22:00;28,117889;ARUCAS;-15,524583;N;Arucas;;;;;;1,289;;;;1,309;;;1,439;;LAS PALMAS;OM;SHELL NUEVA ARUCAS;P;0;0;8717;5239;35;5;Gran Canaria;1
8696;35400;AUTOVIA CIRCUNVALACION ARUCAS 3º ROTONDA KM. S/N;L-D: 24H;28,115861;ARUCAS;-15,528139;N;Arucas;;;;;;1,289;;1,419;;1,309;;;1,459;;LAS PALMAS;dm;BP LAS VEGAS;P;0;0;11388;5239;35;5;Gran Canaria;1
8697;35400;AUTOVIA AUTOVIA ARUCAS S/N KM. 3,5;L-D: 06:00-22:00;28,117472;ARUCAS;-15,517639;N;Arucas;;;;;0,799;1,288;;1,388;;1,308;;;1,428;;LAS PALMAS;dm;SHELL AUTOVÍA  ARUCAS;P;0;0;8718;5239;35;5;Gran Canaria;1
8698;35400;CALLE SUAREZ FRANCHY, 26;L-D: 06:00-22:00;28,117889;ARUCAS;-15,524611;N;Arucas;;;;;;1,289;;;;1,309;;;1,439;;LAS PALMAS;OM;DISA ARUCAS;P;0;0;14722;5239;35;5;Gran Canaria;1
8699;35412;CARRETERA GC-43 KM. 4,800;L-D: 24H;28,097556;ARUCAS;-15,538389;D;Arucas;;;;;;1,246;;1,373;;1,273;;;1,366;;LAS PALMAS;OM;CEPSA LOS PORTALES;P;0;0;11938;5239;35;5;Gran Canaria;1
8700;35411;CALLE AVENIDA PEDRO MORALES DENIZ, 180;"L-S: 06:00-22:00; D: 07:00-22:00";28,112361;SANTIDAD;-15,510333;N;Arucas;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP SANTIDAD;P;0;0;7762;5239;35;5;Gran Canaria;1
8701;35412;CARRETERA LOS CASTILLOES KM. S/N;"L-S: 07:00-22:00; D: 08:00-22:00";28,086778;LOS CASTILLOS;-15,54225;D;Arucas;;;;;;1,246;;1,373;;1,273;;;1,366;;LAS PALMAS;dm;REPSOL ARUCAS;P;0;0;7691;5239;35;5;Gran Canaria;1
8702;35019;AUTOVIA GC-2 KM. 5,2;L-D: 24H;28,136194;ARUCAS;-15,487806;D;Arucas;;;;;;1,269;;1,399;;1,289;;;1,389;;LAS PALMAS;dm;CEPSA TINOCA;P;0;0;7650;5239;35;5;Gran Canaria;1
8703;35019;AUTOVIA GC-2 KM. 5,2;L-D: 24H;28,136194;ARUCAS;-15,488889;I;Arucas;;;;;;1,289;;1,419;;1,309;;;1,409;;LAS PALMAS;dm;CEPSA MIRADOR DE TINOCA;P;0;0;7651;5239;35;5;Gran Canaria;1
8704;35414;AVENIDA LAIRAGA, 36;L-D: 06:00-22:00;28,146667;ARUCAS;-15,533139;N;Arucas;;;;;;1,279;;1,279;;1,289;;;1,289;;LAS PALMAS;OM;DISA BAÑADEROS;P;0;0;7917;5239;35;5;Gran Canaria;1
8705;35431;CALLE SANSOFE, 4;"L-V: 06:00-22:00; S: 07:00-23:00; D: 08:00-14:00";28,118778;FIRGAS;-15,558611;N;Firgas;;;;;;1,246;;1,379;;1,278;;;1,367;;LAS PALMAS;dm;CEPSA BUEN LUGAR;P;0;0;7645;5241;35;5;Gran Canaria;1
8706;35460;CARRETERA GENERAL Nº 155 KM. 27;L-D: 24H;28,144806;GÁLDAR;-15,649694;N;Gáldar;;;;;;1,228;;1,369;;1,228;;;1,399;;LAS PALMAS;OM;SHELL GÁLDAR;P;0;0;8719;5242;35;5;Gran Canaria;1
8707;35460;CARRETERA PLG. IND. SAN ISIDRO EL VIEJO 36, PARCELA 78 KM. 28;L-D: 24H;28,121222;GÁLDAR;-15,670111;D;Gáldar;;;;;;1,039;;;;1,039;;;1,24;;LAS PALMAS;dm;CANARY OIL GÁLDAR;P;0;0;14443;5242;35;5;Gran Canaria;1
8708;35469;CARRETERA GC 202 KM. 3,8;L-D: 24H;28,1555;PUERTO DE SARDINA;-15,683778;I;Gáldar;;;;;;1,249;;1,379;;1,259;;;1,399;;LAS PALMAS;dm;TGAS SARDINA DEL NORTE;P;0;0;15964;5242;35;5;Gran Canaria;1
8709;35488;POLIGONO SAN ISIDRO, 22;L-D: 24H;28,132611;SAN ISIDRO;-15,661694;N;Gáldar;;;;;;1,029;;;;1,029;;;;;LAS PALMAS;dm;PETROPRIX GÁLDAR;P;0;0;15043;5242;35;5;Gran Canaria;1
8710;35488;CARRETERA GC 292 KM. SN;L: 24H;28,146361;MARMOLEJOS;-15,651528;D;Gáldar;;;;;;1,239;;1,369;;1,239;;1,389;;;LAS PALMAS;dm;REPSOL GÁLDAR;P;0;0;15853;5242;35;5;Gran Canaria;1
8711;35520;CALLE CRUZ DE FERRER, 10;"L-V: 07:00-18:00; S-D: 07:30-18:00";29,148889;HARÍA;-13,497667;D;Haría;;;;;0,799;1,399;;;;1,419;;;1,535;;LAS PALMAS;dm;HERMANOS DE LEÓN CABRERA HARÍA;P;0;0;7648;5243;35;5;Lanzarote;3
8712;35542;CARRETERA GENERAL DEL NORTE KM. 16,1;L-D: 24H;29,131722;ARRIETA;-13,464861;D;Haría;;;;;;1,329;;;;1,379;;;1,479;;LAS PALMAS;dm;PCAN ARRIETA;P;0;0;7743;5243;35;5;Lanzarote;3
8713;35250;CALLE ANTONIO BENITEZ GALINDO, 99;L-D: 24H;27,914056;INGENIO;-15,439028;D;Ingenio;;;;;;1,104;;;;1,139;;;;;LAS PALMAS;dm;PETROPRIX INGENIO;P;0;0;15548;5244;35;5;Gran Canaria;1
8714;35250;CALLE JULIANO BONNY GOMEZ, 36;L-D: 06:00-23:00;27,917889;INGENIO;-15,429167;N;Ingenio;;;;;;1,249;;1,329;;1,259;;;1,319;;LAS PALMAS;dm;CEPSA INGENIO;P;0;0;7619;5244;35;5;Gran Canaria;1
8715;35250;CALLE JULIANO BONNY, 11;L-D: 06:00-22:00;27,918278;INGENIO;-15,432556;N;Ingenio;;;;;;1,268;;1,338;;1,278;;;1,338;;LAS PALMAS;OM;SHELL INGENIO;P;0;0;8720;5244;35;5;Gran Canaria;1
8716;35250;CALLE SAGASTA, Nº1, 1;L-D: 24H;27,917917;INGENIO;-15,432861;N;Ingenio;;;;;0,81;1,268;;1,338;;1,278;;;1,338;;LAS PALMAS;OM;DISA NUEVO INGENIO;P;0;0;14692;5244;35;5;Gran Canaria;1
8717;35250;CARRETERA GC-812 KM. 27,3;L-D: 24H;27,917222;INGENIO;-15,398972;I;Ingenio;;;;;;1,279;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP EL CARRIZAL;P;0;0;7940;5244;35;5;Gran Canaria;1
8718;35240;CARLOS V (INGENIO km 1);L-D: 06:00-22:00;27,909694;CARRIZAL;-15,407611;N;Ingenio;;;;;;1,268;;1,338;;1,278;;;1,338;;LAS PALMAS;OM;DISA CARRIZAL;P;0;0;7894;5244;35;5;Gran Canaria;1
8719;35240;CALLE REPUBLICA ARGENTINA, 104;L-D: 06:00-22:00;27,913194;CARRIZAL;-15,411639;I;Ingenio;;;;;;1,199;;1,299;;1,239;;;1,319;;LAS PALMAS;dm;OCÉANO EL CARRIZAL;P;0;0;14944;5244;35;5;Gran Canaria;1
8720;35240;CALLE ISORA 2, ESQUINA LOS MOCANES 10, 2;"L-V: 06:00-23:00; S-D: 06:00-00:00";27,926028;CARRIZAL;-15,402889;D;Ingenio;;;;;;1,103;;;;1,138;;;1,25;;LAS PALMAS;dm;SANTANA DOMÍNGUEZ INGENIO;P;0;0;12984;5244;35;5;Gran Canaria;1
8721;35240;AVENIDA CARLOS V, 109;L-D: 24H;27,913556;CARRIZAL;-15,402222;D;Ingenio;;;;;;1,104;;;;1,139;;;;;LAS PALMAS;dm;PLENOIL INGENIO I;P;0;0;15896;5244;35;5;Gran Canaria;1
8722;35140;CRUCE DE MOGÁN (GENERAL C-812);L-D: 06:00-22:00;27,830139;MOGÁN;-15,755333;I;Mogán;;;;;;1,299;;;;1,319;;;1,459;;LAS PALMAS;OM;DISA MOGÁN;P;0;0;7900;5245;35;5;Gran Canaria;1
8723;35140;MUELLE AVENIDA JUAN DIAZ RODRIGUEZ S/N, S/N;L: 08:00-16:00;27,780444;LOS ALMÁCIGOS;-15,711389;D;Mogán;;;;;;1,295;;;;1,315;;;1,445;;LAS PALMAS;dm;PUERTO RICO, S.A;P;0;0;14333;5245;35;5;Gran Canaria;1
8724;35120;CALLE DELIOMA, 1;L-D: 24H;27,767306;ARGUINEGUÍN;-15,677861;D;Mogán;;;;;0,759;1,269;;1,329;;1,299;;;1,419;;LAS PALMAS;dm;PCAN COOPERATIVA DE AUTOTAXIS DE MOGÁN;P;0;0;14696;5245;35;5;Gran Canaria;1
8725;35120;CARRETERA GENERAL DEL SUR KM. 67;L-D: 24H;27,760861;ARGUINEGUÍN;-15,682167;N;Mogán;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP ARGUINEGUÍN;P;0;0;7802;5245;35;5;Gran Canaria;1
8726;35130;C/ TOMAS ROCA BOSH, S/N;L-D: 24H;27,795472;PUERTO RICO;-15,70325;N;Mogán;;;;;0,81;1,299;;1,409;;1,319;;;1,459;;LAS PALMAS;OM;SHELL PUERTO RICO;P;0;0;10083;5245;35;5;Gran Canaria;1
8727;35420;CALLE PADRE CLARET, 27;"L-V: 06:00-21:00; S-D: 07:00-21:00";28,113556;VILLA DE MOYA;-15,584194;N;Moya;;;;;;1,175;;1,33;;1,175;;;1,25;;LAS PALMAS;dm;SANTANA DOMÍNGUEZ MOYA;P;0;0;8722;5246;35;5;Gran Canaria;1
8728;35413;CALLE LUJAN PEREZ, 6;L-D: 07:00-21:00;28,10825;MOYA;-15,583028;N;Moya;;;;;;1,289;;1,408;;1,322;;;1,452;;LAS PALMAS;dm;BP MOYA;P;0;0;7807;5246;35;5;Gran Canaria;1
8729;35413;CARRETERA CTRA. GRAL. DEL NORTE KM. 13;L-D: 24H;28,144944;MOYA;-15,560333;I;Moya;;;;;;1,165;;1,239;;1,169;;;1,239;;LAS PALMAS;dm;H2EXAGON NORTE;P;0;0;8255;5246;35;5;Gran Canaria;1
8730;35413;CARRETERA CTRA. GRAL. DEL NORTE KM. 13;L-D: 06:00-23:00;28,145472;MOYA;-15,560833;D;Moya;;;;;;1,267;;1,387;;1,287;;;1,399;;LAS PALMAS;dm;BP KM 13 - 1 [SAN ANDRÉS];P;0;0;10506;5246;35;5;Gran Canaria;1
8731;35640;CALLE LLANOS DE LOS BURROS, S/N;L-D: 06:00-22:00;28,611167;LA OLIVA;-13,935472;I;La Oliva;;;;;;1,278;;1,43;;1,373;;;1,484;;LAS PALMAS;OM;DISA LA OLIVA;P;0;0;11660;5247;35;5;Fuerteventura;4
8732;35660;AVENIDA NUESTRA SEÑORA DEL CARMEN, 25;L-D: 06:00-22:00;28,731556;CORRALEJO;-13,870111;N;La Oliva;;;;;;1,285;;1,45;;1,401;;;1,49;;LAS PALMAS;OM;DISA CORRALEJO;P;0;0;7941;5247;35;5;Fuerteventura;4
8733;35660;AVENIDA JUAN CARLOS I, S/N;L-D: 24H;28,727278;CORRALEJO;-13,876333;D;La Oliva;;;;;;1,288;;1,45;;1,404;;;1,49;;LAS PALMAS;dm;REPSOL CORRALEJO;P;0;0;14683;5247;35;5;Fuerteventura;4
8734;35660;CALLE JOSE SEGURA TORRES S/N, 2;L-S: 09:00-14:00;28,738528;CORRALEJO;-13,868278;D;La Oliva;;;;;;1,285;;;;1,401;;;1,49;;LAS PALMAS;OM;SHELL CORRALEJO;P;0;0;8723;5247;35;5;Fuerteventura;4
8735;35628;CARRETERA GENERAL A MORROJABLE KM. 640;"L-V: 07:00-20:00; S: 09:00-16:30";28,101889;PÁJARA;-14,286778;N;Pájara;;;;;;1,289;;;;1,399;;;;;LAS PALMAS;dm;SHELL MORRO JABLE;P;0;0;8725;5248;35;5;Fuerteventura;4
8736;35627;GRAL. JANDIA km 64,5;L-D: 06:00-22:00;28,160389;COSTA CALMA;-14,230889;N;Pájara;;;;;;1,289;;1,43;;1,399;;;1,504;;LAS PALMAS;OM;DISA COSTA CALMA;P;0;0;10744;5248;35;5;Fuerteventura;4
8737;35627;AUTOVIA PUERTO DEL ROSARIO - MORRO JABLE KM. 62;L-D: 06:00-22:00;28,178722;COSTA CALMA;-14,187583;D;Pájara;;;;;;1,294;;1,539;;1,399;;;1,729;;LAS PALMAS;OM;CEPSA AREA 62 MATAS BLANCAS;P;0;0;15701;5248;35;5;Fuerteventura;4
8738;35625;AVENIDA DE JANDIA, 2;L-D: 07:00-23:00;28,049722;MORRO JABLE;-14,345361;D;Pájara;;;;;;1,299;;;;1,409;;;1,534;;LAS PALMAS;OM;SHELL JANDÍA;P;0;0;9151;5248;35;5;Fuerteventura;4
8739;35625;POLIGONO PUERTO MORRO JABLE, S/N;L-D: 06:00-22:00;28,048722;MORRO JABLE;-14,35875;N;Pájara;;;;;;1,278;;1,45;;1,374;;;1,46;;LAS PALMAS;dm;H2GO REPSOL MORRO JABLE;P;0;0;10133;5248;35;5;Fuerteventura;4
8740;35001;CALLE EUFEMIANO JURADO, 4;L-D: 24H;28,096222;LAS PALMAS DE GRAN CANARIA;-15,415333;N;Las Palmas de Gran Canaria;;;;;0,799;1,288;;1,388;;1,308;;;1,428;;LAS PALMAS;dm;DISA VEGUETA;P;0;0;7928;5249;35;5;Gran Canaria;1
8741;35001;CALLE ALCALDE DIAZ SAAVEDRA NAVARRO, 44;L-D: 06:00-22:00;28,095806;LAS PALMAS DE GRAN CANARIA;-15,412639;N;Las Palmas de Gran Canaria;;;;;;1,291;;1,291;;1,311;;;1,311;;LAS PALMAS;OM;SHELL VEGUETA;P;0;0;8726;5249;35;5;Gran Canaria;1
8742;35015;C-811, MD, PK km 2.6;L-D: 06:00-22:00;28,086639;LAS PALMAS DE GRAN CANARIA;-15,433611;N;Las Palmas de Gran Canaria;;;;;;1,299;;1,394;;1,314;;;1,459;;LAS PALMAS;OM;CEPSA SICAL;P;0;0;7667;5249;35;5;Gran Canaria;1
